STUDYPROGRAMSYSTEM	ACADYEAR	SEMESTER	COURSECODE	SECTION	NAMEENGLISHABBR	INSTRUCTORS	AVG_GPA
S	2009	1	3906102	1	INTRO RECREATION	STAFF	4.00
I	2009	1	3906102	1	INTRO RECREATION	SKK	4.00
S	2009	1	3906102	2	INTRO RECREATION	UKN	4.00
S	2009	1	3906102	3	INTRO RECREATION	STK	4.00
S	2009	1	3906102	4	INTRO RECREATION	TGC	4.00
S	2009	2	3906102	1	INTRO RECREATION	SKK	3.82
S	2009	2	3906102	2	INTRO RECREATION	UKN	4.00
S	2009	2	3906102	3	INTRO RECREATION	STK	4.00
S	2009	2	3906102	4	INTRO RECREATION	TGC	3.96
I	2009	2	3906102	5	INTRO RECREATION	SKK	4.00
S	2009	1	3906103	1	GAMES LEADER	STK	4.00
S	2009	2	3906312	1	CAMP LEAD MGT	UKN	3.00
S	2009	1	5100101	1	POP/DEV	MWS	4.00
S	2009	2	5100101	1	POP/DEV	SSB	3.75
S	2009	1	5500111	1	EXP ENG I	STAFF	3.22
S	2009	1	5500111	10	EXP ENG I	STAFF	2.81
S	2009	1	5500111	11	EXP ENG I	STAFF	3.10
S	2009	1	5500111	12	EXP ENG I	STAFF	2.94
S	2009	1	5500111	13	EXP ENG I	STAFF	2.67
S	2009	1	5500111	14	EXP ENG I	STAFF	3.16
S	2009	1	5500111	15	EXP ENG I	STAFF	3.20
S	2009	1	5500111	16	EXP ENG I	STAFF	2.76
S	2009	1	5500111	17	EXP ENG I	STAFF	2.73
S	2009	1	5500111	18	EXP ENG I	STAFF	2.72
S	2009	1	5500111	19	EXP ENG I	STAFF	1.97
S	2009	1	5500111	2	EXP ENG I	STAFF	2.94
S	2009	1	5500111	20	EXP ENG I	STAFF	3.03
S	2009	1	5500111	21	EXP ENG I	STAFF	2.92
S	2009	1	5500111	22	EXP ENG I	STAFF	2.81
S	2009	1	5500111	23	EXP ENG I	STAFF	2.63
S	2009	1	5500111	24	EXP ENG I	STAFF	2.24
S	2009	1	5500111	3	EXP ENG I	STAFF	2.60
S	2009	1	5500111	4	EXP ENG I	STAFF	2.47
S	2009	1	5500111	5	EXP ENG I	STAFF	3.15
S	2009	1	5500111	6	EXP ENG I	STAFF	3.46
S	2009	1	5500111	7	EXP ENG I	STAFF	2.76
S	2009	1	5500111	8	EXP ENG I	STAFF	2.83
S	2009	1	5500111	9	EXP ENG I	STAFF	3.12
S	2009	2	5500112	1	EXP ENG II	STAFF	3.25
S	2009	2	5500112	10	EXP ENG II	STAFF	3.21
S	2009	2	5500112	12	EXP ENG II	STAFF	2.83
S	2009	2	5500112	13	EXP ENG II	STAFF	3.06
S	2009	2	5500112	14	EXP ENG II	STAFF	2.83
S	2009	2	5500112	15	EXP ENG II	STAFF	3.17
S	2009	2	5500112	16	EXP ENG II	STAFF	3.23
S	2009	2	5500112	17	EXP ENG II	STAFF	2.68
S	2009	2	5500112	18	EXP ENG II	STAFF	3.20
S	2009	2	5500112	19	EXP ENG II	STAFF	2.49
S	2009	2	5500112	2	EXP ENG II	STAFF	2.84
S	2009	2	5500112	20	EXP ENG II	STAFF	2.96
S	2009	2	5500112	21	EXP ENG II	STAFF	2.75
S	2009	2	5500112	22	EXP ENG II	STAFF	2.81
S	2009	2	5500112	23	EXP ENG II	STAFF	3.20
S	2009	2	5500112	3	EXP ENG II	STAFF	2.60
S	2009	2	5500112	4	EXP ENG II	STAFF	2.54
S	2009	2	5500112	5	EXP ENG II	STAFF	3.57
S	2009	2	5500112	6	EXP ENG II	STAFF	2.88
S	2009	2	5500112	7	EXP ENG II	STAFF	2.91
S	2009	2	5500112	8	EXP ENG II	STAFF	2.56
S	2009	2	5500112	9	EXP ENG II	STAFF	2.82
S	2009	3	5500112	1	EXP ENG II	STAFF	1.50
S	2009	3	5500112	2	EXP ENG II	STAFF	3.50
S	2009	3	5500116	1	FE II	STAFF	1.00
S	2009	1	5500192	2	SPK COMM	STAFF	3.63
S	2009	2	5500192	1	SPK COMM	STAFF	3.50
S	2009	2	5500193	1	GRAMMAR/WRITING	STAFF	2.83
S	2009	2	5500194	1	LISTEN ENG	STAFF	3.45
S	2009	1	5500204	17	EAP I	STAFF	2.95
S	2009	2	5500208	1	COM PRES SKIL	STAFF	3.28
S	2009	2	5500208	2	COM PRES SKIL	STAFF	3.34
S	2009	2	5500208	3	COM PRES SKIL	STAFF	3.16
S	2009	2	5500281	1	TECH ENG SOFT DEV	STAFF	3.23
S	2009	2	5500295	1	ENG ARTS ENT	STAFF	3.88
S	2009	2	5500308	1	TECH WRIT ENG	STAFF	2.78
S	2009	2	5500308	2	TECH WRIT ENG	STAFF	3.27
S	2009	2	5500308	3	TECH WRIT ENG	STAFF	3.02
S	2009	1	5500425	1	PRES MEET SKIL	STAFF	3.15
S	2009	2	5500426	1	DISCUS NEGO SKIL	STAFF	4.00
S	2009	2	5500492	1	PROF ENG TRAV	STAFF	3.50
S	2009	2	5500492	2	PROF ENG TRAV	STAFF	3.00
S	2009	1	5500495	2	ENG ACT	STAFF	3.67
S	2009	2	5500495	1	ENG ACT	STAFF	3.70
S	2009	2	5500495	2	ENG ACT	STAFF	3.63
S	2009	2	9978110	1	RES SEM SOTSURON	STAFF	4.00
S	2009	2	9978111	1	PROD DESIGN HUMAN	STAFF	4.00
S	2009	1	9978112	1	ERGO ORG SYSTEM	STAFF	4.00
S	2010	2	2002604	1	APP STAT METHOD	STAFF	3.48
S	2010	2	2002607	1	COMP AID DSGN MANU	STAFF	3.63
S	2010	2	2002609	1	FIN ANAL CONT SYS	STAFF	3.50
S	2010	3	2002609	1	FIN ANAL CONT SYS	STAFF	3.50
S	2010	1	2002612	1	ENG INFO TECH	STAFF	4.00
S	2010	1	2002616	1	QUAL MGT TECH	STAFF	3.69
S	2010	2	2002626	1	HUMAN FAC IND	STAFF	3.46
S	2010	1	2002627	1	STRAT MKT	STAFF	3.64
S	2010	1	2002628	1	FIN DECI MAKING	STAFF	3.50
S	2010	2	2002630	1	PROJ PLAN MGT CONT	STAFF	3.36
S	2010	1	2002644	1	SUP CHAIN MGT	STAFF	3.52
S	2010	1	2002648	1	OP STG IND	STAFF	3.65
S	2010	2	2002648	1	OP STG IND	STAFF	4.00
S	2010	1	2002649	1	ADV TOP ENG MGT I	STAFF	4.00
S	2010	1	2002650	1	ADV TOP ENG MGT II	STAFF	3.60
S	2010	1	2020697	1	INDIVIDUAL STUDY	STAFF	3.00
S	2010	2	2020697	1	INDIVIDUAL STUDY	STAFF	4.00
S	2010	1	2101202	1	MECH MAT I	WSK,STAFF	1.77
S	2010	2	2101202	1	MECH MAT I	PPS	1.94
S	2010	2	2101202	2	MECH MAT I	WSK	2.58
S	2010	2	2101202	3	MECH MAT I	ARM	2.11
S	2010	1	2101250	1	CIV ENG CONC	VCC,NJK	2.49
S	2010	1	2101302	1	MAT TESTING LAB	STAFF	2.81
S	2010	1	2101307	1	RC DESIGN	STAFF	2.41
S	2010	1	2101307	1	RC DESIGN	ELS	2.41
S	2010	2	2101307	1	RC DESIGN	STAFF	2.31
S	2010	2	2101307	1	RC DESIGN	VCV,ELS	2.31
S	2010	1	2101308	1	MECH MAT II	PPS	2.07
S	2010	1	2101308	2	MECH MAT II	TSC	2.59
S	2010	1	2101308	3	MECH MAT II	ARM	2.32
S	2010	2	2101308	1	MECH MAT II	TSC,CST	2.57
S	2010	1	2101310	1	STRUCT ANAL I	CCD	2.08
S	2010	1	2101310	2	STRUCT ANAL I	BST	2.19
S	2010	1	2101310	3	STRUCT ANAL I	JRR	2.28
S	2010	2	2101310	1	STRUCT ANAL I	BST	1.59
S	2010	2	2101311	1	CIV ENG MAT	STAFF	2.26
S	2010	1	2101312	1	STRUCT ANAL II	TPS	1.91
S	2010	2	2101312	1	STRUCT ANAL II	TPS	2.06
S	2010	2	2101312	2	STRUCT ANAL II	JRR	2.23
S	2010	2	2101312	3	STRUCT ANAL II	ALW	1.88
S	2010	1	2101321	1	SOIL MECHS	STAFF	2.25
S	2010	1	2101321	2	SOIL MECHS	TTN,STV	2.77
S	2010	2	2101321	1	SOIL MECHS	BLW,BUC	2.69
S	2010	2	2101321	2	SOIL MECHS	TBT,STS,STAFF	2.75
S	2010	1	2101322	1	SOIL MECHS LAB	TIK	3.56
S	2010	2	2101322	1	SOIL MECHS LAB	STAFF	2.87
S	2010	2	2101322	2	SOIL MECHS LAB	STAFF	2.75
S	2010	2	2101322	3	SOIL MECHS LAB	STAFF	3.60
S	2010	1	2101334	1	TRANS SYS OPN	SCP,KCK	2.67
S	2010	1	2101334	2	TRANS SYS OPN	SSS,JRN	2.68
S	2010	2	2101350	1	INTRO EE ME ENV	STAFF	2.41
S	2010	2	2101390	1	FUND OF C.E.	STAFF	3.08
S	2010	1	2101403	1	TIMBER & STEEL DES	STAFF	2.31
S	2010	1	2101403	1	TIMBER & STEEL DES	ALW,VCV	2.31
S	2010	1	2101421	1	GEO ENG DES CONS	STAFF,STAFF	2.75
S	2010	1	2101421	2	GEO ENG DES CONS	WTP,TTN	3.04
S	2010	2	2101421	1	GEO ENG DES CONS	STAFF	2.46
S	2010	2	2101430	1	ROAD TRANS INFRA	STAFF	2.61
S	2010	2	2101430	2	ROAD TRANS INFRA	SNR	2.00
S	2010	2	2101454	1	CONST MANAGEMENT	TTT,VCC	2.69
S	2010	2	2101454	2	CONST MANAGEMENT	VLS,WSD	2.57
S	2010	1	2101455	1	CONS ENG CONST EST	VLS	2.99
S	2010	1	2101455	2	CONS ENG CONST EST	VPP	2.61
S	2010	1	2101455	3	CONS ENG CONST EST	NJK	2.96
S	2010	2	2101461	1	BUILD DESIGN	TTC,TPK	3.30
S	2010	1	2101462	1	PREST CONC DESIGN	PLK,CSI	3.18
S	2010	1	2101464	1	BRIDGE DESIGN	PPS	3.92
S	2010	1	2101466	1	INTRO STRUCT VIB	CCD	4.00
S	2010	1	2101499	1	CIVIL ENG PROJECT	STAFF	3.00
S	2010	2	2101499	1	CIVIL ENG PROJECT	STAFF	3.67
S	2010	2	2101510	1	COMP METHOD FOR CE	STAFF	3.74
S	2010	1	2101512	1	ADV CONC TECH	BST	3.81
S	2010	2	2101524	1	COMP PROG GRAD RES	TBT	3.60
S	2010	1	2101534	1	COMP APP GEO ENG	BUC,STAFF	4.00
S	2010	1	2101535	1	TUNNEL ENGINEERING	WTS	3.14
S	2010	1	2101536	1	UNDERGRD CONST	WTS	3.57
S	2010	1	2101551	1	PAVEMENT DESIGN	BSP	3.91
S	2010	2	2101555	1	TRAV BHV SURV ANAL	KCK	3.71
S	2010	1	2101556	1	AIR TRANS SYS	MLN	3.74
S	2010	2	2101558	1	TRANS LOG OPT	MLN	3.67
S	2010	1	2101559	1	TRAF ENG	JRN	3.80
S	2010	2	2101590	1	CONS TECH & PRODUC	TTT,VPP,NJK	3.63
S	2010	1	2101601	1	ADV STRUCT THEORY	PLK	2.83
S	2010	2	2101601	1	ADV STRUCT THEORY	PLK	3.50
S	2010	2	2101606	1	DYN AND VIBRATIONS	PLK,TPK	3.42
S	2010	1	2101607	1	ADV MECH OF MATS	TSC,JRR	3.11
S	2010	1	2101614	1	BEHAV STEEL STRUCT	TTC	3.18
S	2010	2	2101615	1	ADV PRES CON STRUC	ELS	2.60
S	2010	2	2101618	1	FIN ELE MET FOR CE	TSC,TPS	3.61
S	2010	1	2101619	1	SEISMIC DES OF STR	PLK,TPK,ARM	3.28
S	2010	2	2101621	1	FOUNDATION ENG	BUC	3.36
S	2010	1	2101624	1	ELASTIC SOIL MECH	TBT,SLS	3.56
S	2010	1	2101626	1	SOIL STABILIZATION	STAFF	3.50
S	2010	1	2101636	1	INT FLD/SOIL TEST	STS,TSK	4.00
S	2010	1	2101636	1	INT FLD/SOIL TEST	TSK	4.00
S	2010	1	2101637	1	ADV SOIL MECH	BUC,STAFF	3.40
S	2010	1	2101641	1	TRAFFIC ENG	STAFF	4.00
S	2010	2	2101642	1	GEO DESIGN OF HWYS	STAFF	4.00
S	2010	2	2101644	1	URB TRANS PLANNING	KCK,SSS	3.28
S	2010	1	2101649	1	PROB FOR C E	SCP,KCK	3.70
S	2010	1	2101660	1	TRANS SYS	SSS,JRN	3.24
S	2010	1	2101661	1	TRANS PLAN POL	SCP,SNR	3.44
S	2010	1	2101662	1	METH TRANS ANAL	KCK,MLN	3.21
S	2010	2	2101665	1	HIGHWAY DESIGN	JRN	3.75
S	2010	2	2101666	1	INT TRANS SYS	SNR	3.50
S	2010	2	2101667	1	LOG SYS ANAL	SSS	3.00
S	2010	2	2101668	1	EVAL TRANS PROJ	SCP	3.50
S	2010	1	2101680	1	APPLIED MATH I	CCD,SSM,TPK	2.98
S	2010	1	2101690	1	CONST METH & EQUIP	TTT,NJK	3.32
S	2010	1	2101691	1	SPECIAL STUDIES	VPP,NJK	3.50
S	2010	2	2101691	1	SPECIAL STUDIES	NJK,STAFF	3.71
S	2010	1	2101692	1	ANALYTIC CONS MGMT	VLS	3.77
S	2010	1	2101694	1	CONTRACT CONS BUS	STAFF	3.46
S	2010	2	2101695	1	COMP APPL CONST	TTT,STAFF	3.50
S	2010	1	2101697	1	INFRA PLAN&MGT	WSP	3.25
S	2010	2	2101698	1	CONST BUS MGT	WSP,VCC	3.46
S	2010	1	2101699	1	CONS SYS OPT/SIM	STAFF	3.33
S	2010	1	2101701	1	INFSTRUC	SNR,JRN	3.50
S	2010	1	2101703	1	INDIVIDUAL STUDY	STAFF	2.00
S	2010	2	2101703	1	INDIVIDUAL STUDY	STAFF	2.00
S	2010	1	2101704	1	LARGE PROJ IMP	STAFF	4.00
S	2010	1	2101708	1	CE INFSTRUC CONS	STAFF	3.38
S	2010	2	2101712	1	PUB INV/FIN PROJ	STAFF	3.50
S	2010	2	2101715	1	ADV TOP INFSTRUC	TST	4.00
S	2010	2	2101715	2	ADV TOP INFSTRUC	STAFF	4.00
S	2010	2	2101800	1	ADV SOLID MECH	JRR	4.00
S	2010	2	2101801	1	FRACTURE MECHANICS	ALR,JRR	3.80
S	2010	1	2101806	1	NUM/APPROX METH	ALR	4.00
S	2010	2	2101806	1	NUM/APPROX METH	ALR	4.00
S	2010	1	2101820	1	GEOENV ENG	STAFF	4.00
S	2010	2	2101820	1	GEOENV ENG	STS	4.00
S	2010	1	2101831	1	ENG GRD MOD	BLW,TBT	3.56
S	2010	1	2101833	1	SOIL DYNAM EQ ENG	STS	4.00
S	2010	1	2101835	1	EARTH RETAIN STRUC	STS,TSK	4.00
S	2010	2	2101835	1	EARTH RETAIN STRUC	STS	4.00
S	2010	1	2101842	1	ADV TRANS LOG OPT	MLN	3.81
S	2010	1	2101846	1	RAILWAY ENG	BSP	3.73
S	2010	2	2101846	1	RAILWAY ENG	BSP	4.00
S	2010	1	2101870	1	CONST PROJ MGT	TTT,VPP	3.40
S	2010	2	2101871	1	RISK MGT CIV/ENV	VLS	3.71
S	2010	1	2102201	1	ELECT ENG MATH I	CPW,MWS	3.44
S	2010	2	2102201	1	ELECT ENG MATH I	MWS	3.10
S	2010	2	2102201	2	ELECT ENG MATH I	CPW,NTS	2.63
S	2010	1	2102203	1	PROB STAT ELEC ENG	CAK	2.89
S	2010	1	2102203	2	PROB STAT ELEC ENG	CSC,SAV	3.06
S	2010	1	2102203	3	PROB STAT ELEC ENG	DBP	2.96
S	2010	2	2102203	1	PROB STAT ELEC ENG	CSC,SAV	2.50
S	2010	1	2102204	1	MATH EE I	MWS	2.66
S	2010	1	2102204	2	MATH EE I	SAK	2.51
S	2010	1	2102204	3	MATH EE I	SNP	2.62
S	2010	2	2102204	1	MATH EE I	SNP,SAK	3.00
S	2010	1	2102205	1	MATH EE II	NTS	3.56
S	2010	2	2102205	1	MATH EE II	SAR	2.30
S	2010	2	2102205	2	MATH EE II	NTS	2.24
S	2010	2	2102205	3	MATH EE II	KAR	2.56
S	2010	1	2102207	1	SIGNALS SYSTEMS	CCR	2.76
S	2010	2	2102207	1	SIGNALS SYSTEMS	WKG	2.23
S	2010	2	2102207	2	SIGNALS SYSTEMS	CCR	2.33
S	2010	2	2102207	3	SIGNALS SYSTEMS	BSC	2.08
S	2010	1	2102208	1	PROP MAT EE	SPY,SKJ	2.40
S	2010	2	2102208	1	PROP MAT EE	BTP	2.44
S	2010	2	2102208	2	PROP MAT EE	SPY	2.22
S	2010	2	2102208	3	PROP MAT EE	CAT	2.23
S	2010	2	2102208	4	PROP MAT EE	ALT	2.13
S	2010	1	2102210	1	CIRCUIT THEORY I	CAT	2.97
S	2010	1	2102210	2	CIRCUIT THEORY I	MSY	2.52
S	2010	1	2102210	3	CIRCUIT THEORY I	CCR	2.32
S	2010	1	2102210	4	CIRCUIT THEORY I	CTS	2.38
S	2010	2	2102210	1	CIRCUIT THEORY I	MSY,CTS	2.90
S	2010	1	2102211	1	ELEC CIRCUIT LAB	CTS,STAFF	1.67
S	2010	2	2102211	1	ELEC CIRCUIT LAB	CTS,STAFF	2.55
S	2010	2	2102211	2	ELEC CIRCUIT LAB	STAFF	2.39
S	2010	2	2102211	3	ELEC CIRCUIT LAB	STAFF	2.29
S	2010	2	2102211	4	ELEC CIRCUIT LAB	STAFF	3.05
S	2010	1	2102222	1	ENG EMAG	DWC	2.02
S	2010	1	2102222	2	ENG EMAG	TAK	2.27
S	2010	2	2102222	1	ENG EMAG	TAK	2.18
S	2010	2	2102222	2	ENG EMAG	DWC	2.78
S	2010	2	2102222	3	ENG EMAG	SAK	2.56
S	2010	1	2102252	1	ELEC MACH I	SSV	2.05
S	2010	2	2102252	1	ELEC MACH I	SSW	2.40
S	2010	2	2102252	2	ELEC MACH I	CCC	2.39
S	2010	2	2102252	3	ELEC MACH I	KPR	1.87
S	2010	1	2102282	1	DIGITAL ETRON	BSC	3.00
S	2010	1	2102282	2	DIGITAL ETRON	SPR	2.50
S	2010	1	2102282	3	DIGITAL ETRON	WPR	2.85
S	2010	2	2102282	1	DIGITAL ETRON	WPR	3.05
S	2010	1	2102311	1	ELEC MEAS/INSTRU	SCK,ATM	2.17
S	2010	2	2102311	1	ELEC MEAS/INSTRU	SCK	2.66
S	2010	2	2102311	2	ELEC MEAS/INSTRU	MSY	2.62
S	2010	2	2102311	3	ELEC MEAS/INSTRU	ATM	2.73
S	2010	1	2102312	1	CIRCUIT THEORY II	SAR	2.13
S	2010	1	2102312	2	CIRCUIT THEORY II	CPW	2.65
S	2010	1	2102312	3	CIRCUIT THEORY II	NHC	2.78
S	2010	2	2102312	1	CIRCUIT THEORY II	NHC,CPW	2.19
S	2010	2	2102322	1	TELECOM TRANS	PKP	3.53
S	2010	1	2102331	1	FEED CONT SYS LAB	DBP,STAFF	4.00
S	2010	1	2102332	1	LIN CONT SYS I	WKG	2.25
S	2010	2	2102332	1	LIN CONT SYS I	DBP	2.47
S	2010	2	2102332	2	LIN CONT SYS I	SAR	2.48
S	2010	2	2102332	3	LIN CONT SYS I	MWS	2.88
S	2010	1	2102355	1	ELEC MACH LAB	STAFF,SSW	3.27
S	2010	1	2102355	2	ELEC MACH LAB	STAFF	3.65
S	2010	1	2102355	3	ELEC MACH LAB	STAFF	3.74
S	2010	2	2102355	1	ELEC MACH LAB	SSW,STAFF	3.62
S	2010	2	2102355	2	ELEC MACH LAB	SSW,STAFF	3.47
S	2010	2	2102356	1	ELEC MACH II	SSV	2.59
S	2010	2	2102356	2	ELEC MACH II	BTA	2.86
S	2010	1	2102360	1	ELEC POWER SYS I	BEA,KAR	2.92
S	2010	1	2102360	2	ELEC POWER SYS I	TTN,NHC	2.78
S	2010	1	2102360	3	ELEC POWER SYS I	SCN,HBM	3.00
S	2010	2	2102360	1	ELEC POWER SYS I	HBM,SCN	3.15
S	2010	1	2102370	1	PRINC COMM	WBK	2.77
S	2010	1	2102370	2	PRINC COMM	LWK	2.90
S	2010	1	2102370	3	PRINC COMM	CAK,CSC	3.00
S	2010	2	2102370	1	PRINC COMM	WBK,LWK	2.97
S	2010	1	2102382	1	ETRON CIRCUITS	CSN,YKT	1.63
S	2010	2	2102382	1	ETRON CIRCUITS	YKT	2.89
S	2010	2	2102382	2	ETRON CIRCUITS	CSN	2.93
S	2010	2	2102382	3	ETRON CIRCUITS	ELR	2.73
S	2010	1	2102384	1	ETRON LAB	ATM,STAFF	2.98
S	2010	2	2102384	1	ETRON LAB	ATM,STAFF	2.64
S	2010	2	2102384	2	ETRON LAB	STAFF	3.08
S	2010	2	2102384	3	ETRON LAB	STAFF	2.86
S	2010	1	2102385	1	SEMICON DEV I	BTP	2.57
S	2010	1	2102385	2	SEMICON DEV I	SRT	2.54
S	2010	1	2102385	3	SEMICON DEV I	TCP	2.43
S	2010	2	2102385	1	SEMICON DEV I	SKJ	2.75
S	2010	1	2102391	1	ELEC ENG I	HBM	2.65
S	2010	1	2102391	2	ELEC ENG I	TTN	2.63
S	2010	1	2102391	3	ELEC ENG I	KAR	2.87
S	2010	1	2102391	4	ELEC ENG I	CBK,SCN	2.80
S	2010	1	2102391	5	ELEC ENG I	WRP	2.53
S	2010	2	2102391	1	ELEC ENG I	HBM	2.81
S	2010	2	2102391	2	ELEC ENG I	BTP	2.69
S	2010	2	2102391	3	ELEC ENG I	WRP	2.31
S	2010	2	2102391	4	ELEC ENG I	SPW,TTN	2.72
S	2010	2	2102391	5	ELEC ENG I	CBK,KAR	2.78
S	2010	1	2102392	1	ELEC ENG LAB I	CBK,STAFF	2.60
S	2010	1	2102392	2	ELEC ENG LAB I	STAFF	3.00
S	2010	1	2102392	3	ELEC ENG LAB I	STAFF	3.07
S	2010	1	2102392	4	ELEC ENG LAB I	STAFF	2.77
S	2010	2	2102392	1	ELEC ENG LAB I	CBK,STAFF	2.43
S	2010	2	2102392	2	ELEC ENG LAB I	STAFF	2.44
S	2010	2	2102392	3	ELEC ENG LAB I	STAFF	2.81
S	2010	2	2102392	4	ELEC ENG LAB I	STAFF	2.59
S	2010	2	2102392	5	ELEC ENG LAB I	STAFF	2.75
S	2010	1	2102401	1	RANDOM PROC EE	CPW	2.91
S	2010	2	2102420	1	PRINC OF ANTENNAS	TAK	3.83
S	2010	1	2102421	1	PRIN MICROWAVE ENG	TAK	3.88
S	2010	2	2102422	1	PRIN TELECOMM	PTP,LWK	3.31
S	2010	2	2102423	1	DIG SIG PROC	SJP	3.54
S	2010	2	2102425	1	DATA COMM	WBK	3.16
S	2010	1	2102426	1	TRAF ENG COMM NET	CAK	3.67
S	2010	1	2102427	1	MMEDIA COMPR TECH	SAV	4.00
S	2010	1	2102428	1	INTRO IMAGE PROC	WAS,CPW	3.21
S	2010	1	2102432	1	LIN CONT SYS II	SPN	3.00
S	2010	1	2102433	1	DIG CONT SYS	MWS	3.50
S	2010	2	2102444	1	INTRO EMBED SYS	SPR	3.44
S	2010	1	2102446	1	FUND POWER ETRONIC	YKT	2.62
S	2010	1	2102446	2	FUND POWER ETRONIC	CSN	3.18
S	2010	1	2102455	1	ILLUM ENG	CCC	3.32
S	2010	1	2102456	1	ELEC SYS DES	SPV	3.11
S	2010	1	2102456	2	ELEC SYS DES	SPW	3.19
S	2010	1	2102458	1	HV ENG I	KPR	2.43
S	2010	2	2102459	1	HV ENG LAB I	KPR,STAFF	3.58
S	2010	2	2102461	1	ELEC POWER SYS II	BEA,NHC	2.76
S	2010	2	2102461	2	ELEC POWER SYS II	KAR,SCN	2.80
S	2010	2	2102463	1	ELEC POW SYS PROT	CBK	2.79
S	2010	2	2102473	1	COMM ENG LAB	CSC,STAFF	4.00
S	2010	1	2102474	1	COMM SYSTEM DESIGN	PTP	3.44
S	2010	1	2102479	1	OPTIC FIBER COMM	DWC	3.25
S	2010	2	2102487	1	INDUSTRIAL ETRON	SCK,ATM	3.61
S	2010	2	2102488	1	SEMICON DEV II	CAT,CWN	3.00
S	2010	1	2102489	1	PRIN ANALOG CIR	ELR	2.63
S	2010	1	2102491	1	ELEC ENG II	CAT,ATM	3.09
S	2010	1	2102491	2	ELEC ENG II	WPR,SPR	3.06
S	2010	2	2102491	1	ELEC ENG II	BSC,WPR	2.86
S	2010	1	2102492	1	ELEC ENG LAB II	ATM,STAFF	3.09
S	2010	1	2102492	2	ELEC ENG LAB II	STAFF	3.32
S	2010	2	2102492	1	ELEC ENG LAB II	ATM,STAFF	3.30
S	2010	1	2102499	1	ELEC PROJECT	SAV	2.50
S	2010	2	2102499	1	ELEC PROJECT	SAV	3.70
S	2010	3	2102499	1	ELEC PROJECT	SAV	3.00
S	2010	1	2102502	1	RDM SIG/SYS	SNP	2.98
S	2010	1	2102504	1	INTRO MATH ANAL	WKG	3.17
S	2010	1	2102505	1	INTRO OPT TECH	SAR	2.87
S	2010	2	2102507	1	COMP TECH ENGS	SAR,DBP	2.63
S	2010	2	2102520	1	OPTIC TRANS/NETWK	PKP	3.38
S	2010	1	2102521	1	ACCESS NETWORKS	PKP	3.75
S	2010	2	2102525	1	INT NETWK SECURITY	LWK	3.50
S	2010	2	2102531	1	SYSTEM IDENT	STAFF	3.42
S	2010	2	2102536	1	NONLIN CONT SYS I	WKG	2.92
S	2010	2	2102540	1	MICROCOMPUTER SYS	WPR	3.43
S	2010	1	2102544	1	ADV EMBED SYS	WPR	3.83
S	2010	1	2102545	1	DIG IC	BSC	3.38
S	2010	2	2102546	1	ANALOG IC	ELR	3.40
S	2010	1	2102548	1	SWIT PWR PROC I	CSN,YKT	4.00
S	2010	1	2102549	1	SEMICOND FAB TECH	BTP	3.40
S	2010	2	2102550	1	PWR ELEC PWR SYS	SSV	3.08
S	2010	1	2102551	1	COMP METH PWR SYS	KAR,SCN	3.43
S	2010	2	2102552	1	INTRO DG	SCN	3.58
S	2010	2	2102553	1	FUND EMC	WRP	3.50
S	2010	1	2102554	1	POW SYS HARM	CCC,TTN	2.79
S	2010	2	2102555	1	FUND POWER QUAL	TTN	3.58
S	2010	2	2102557	1	HIGH VOL ENG II	KPR	3.17
S	2010	2	2102559	1	LGT SYS DSGN SIMU	CCC	4.00
S	2010	2	2102571	1	MULTIMEDIA COMM	SAV	3.17
S	2010	2	2102572	1	TELECOM TECH MGT	PTP	3.49
S	2010	2	2102573	1	DIGITAL COMM	SNP,WAS	4.00
S	2010	1	2102577	1	TELECOM NETWORKS	PTP	3.48
S	2010	2	2102578	2	SATELLITE COMM	PTP	3.43
S	2010	1	2102581	1	DIGITAL CIR DESIGN	SPR	3.40
S	2010	2	2102582	1	PHO DEV OP COMM	CWN	3.75
S	2010	1	2102584	1	INTRO NANOELEC	SKJ	3.50
S	2010	1	2102588	1	BIOMEDICAL ELEC	CTS	3.75
S	2010	1	2102589	1	LASER ENGIN	SPY	3.59
S	2010	2	2102598	3	SPEC PROB IN EE.	CTS	3.88
S	2010	2	2102598	4	SPEC PROB IN EE.	KAR	3.55
S	2010	2	2102605	1	FOURIER TRANS APP	SJP	3.75
S	2010	1	2102620	1	ELECTRO THEORY	TAK	3.90
S	2010	2	2102625	1	COMP EM WAVE	TAK	3.75
S	2010	2	2102627	1	RELIA COMM NETWK	CSC	3.83
S	2010	1	2102628	1	GRAPH COMB OPTIM	CSC	3.64
S	2010	2	2102629	1	TRAF ENG QUEU THEO	CAK	3.67
S	2010	1	2102635	1	CONT SYSTEM THEORY	DBP	3.63
S	2010	2	2102642	1	COMP VSN VDO ELEC	SPR	3.25
S	2010	2	2102645	1	EMBED SYS DSGN	BSC	3.80
S	2010	1	2102650	1	ELEC TRAN POW SYS	KPR	3.67
S	2010	2	2102651	1	POWER SYS STABILIT	NHC	3.36
S	2010	1	2102656	1	POWER SYS PROT	CBK	3.44
S	2010	2	2102663	1	SOLAR CELL TECH	SPY	3.60
S	2010	2	2102668	1	BIOSENSORS	MSY	3.50
S	2010	2	2102674	1	OPTICAL COMM	DWC	3.75
S	2010	2	2102675	1	PATTERN RECOG	WAS	4.00
